Date,Vendor,Plant Location,Category,Material Type,Defect Type,Defect,Total Defect Qty,Total Downtime Minutes
15/10/2019,Skaboo,Cottonwood,Mechanicals,Controllers,No Impact,Print Problems,81460,2728
03/07/2019,Brainsphere,Hingham,Packaging,Raw Materials,Rejected,Damaged in Transit,13251,2483
18/06/2018,Flipbug,June Lake,Logistics,Corrugate,No Impact,Bad Seams,686630,3878
19/10/2019,Centizu,Clay,Mechanicals,Raw Materials,No Impact,Damaged Secondary Packaging,873627,3305
13/03/2019,Gabvine,Henning,Logistics,Molds,No Impact,Parting Tops,478863,682
26/01/2018,Babblestorm,New Britain,Logistics,Corrugate,No Impact,False scores,93318,4060
26/04/2018,Edgepulse,Waldoboro,Mechanicals,Labels,Impact,Split Seams,559801,1954
23/11/2019,Linkbridge,Charlevoix,Mechanicals,Raw Materials,No Impact,Not Certified,578920,2891
22/12/2019,Meemm,Twin Rocks,Packaging,Hardware,Rejected,Leaking Seals,757782,4936
26/11/2019,Zazio,Charles City,Mechanicals,Raw Materials,No Impact,Not Certified,738536,625
27/02/2019,Mymm,Jordan Valley,Mechanicals,Controllers,No Impact,Wrong Shade of Color,67147,4465
07/02/2019,Fivespan,Savannah,Mechanicals,Raw Materials,Rejected,Misc,518472,659
18/12/2019,Vipe,Garwood,Mechanicals,Raw Materials,Impact,Foreign Material,283382,3509
29/06/2018,Jaxnation,Charlevoix,Logistics,Corrugate,Impact,Bad Seams,638029,627
06/04/2018,Vitz,June Lake,Packaging,Corrugate,Impact,Print defects,590960,3223
01/03/2019,Feednation,Climax,Materials & Components,Raw Materials,No Impact,Matts,678380,918
25/09/2018,Feednation,Cottonwood,Electrical,Carton,Rejected,Printing Defects,778619,2580
15/10/2019,Zoomdog,Riverside,Goods & Services,Raw Materials,No Impact,Not Certified,795198,4919
09/06/2019,Zoomzone,Bruce Crossing,Materials & Components,Film,No Impact,Failed Tension Test,97006,2415
06/08/2018,Minyx,Charlevoix,Logistics,Raw Materials,No Impact,Incorrect Labeling,495953,4398
17/07/2018,Livepath,Climax,Packaging,Corrugate,No Impact,Delamination,33562,3343
28/05/2019,Innojam,Florence,Packaging,Raw Materials,Rejected,Wrong Shade of Color,158885,2897
01/05/2018,Realcube,Florence,Logistics,Molds,Impact,Damaged Secondary Packaging,23511,4132
28/11/2018,Photospace,Hingham,Mechanicals,Controllers,Rejected,Poor  Adhesion,844789,769
08/07/2019,Roodel,Weaverville,Mechanicals,Raw Materials,Impact,No Sealing,548752,2957
20/09/2019,Babblestorm,Cottonwood,Logistics,Raw Materials,No Impact,Bad Parameters,289230,4967
31/08/2019,Browsebug,Riverside,Logistics,Batteries,Rejected,Foreign objects found,730490,345
14/01/2018,Eire,Middletown,Materials & Components,Glass,No Impact,Bad Distribution,719220,881
18/01/2018,Flashdog,Jordan Valley,Goods & Services,Carton,Impact,Printing Defects,593986,4882
23/08/2019,Yozio,Reading,Packaging,Raw Materials,Rejected,No Tight Seal,873328,533
30/11/2019,Jabbercube,De Ruyter,Materials & Components,Film,Rejected,Failed Tension Test,965345,1883
11/03/2019,Skidoo,Florence,Mechanicals,Raw Materials,No Impact,No Shipment Info,765763,2329
06/08/2018,Digitube,Garwood,Goods & Services,Corrugate,Impact,Shallow Slots,209859,2743
30/12/2019,Kwilith,De Ruyter,Logistics,Corrugate,Impact,Warping,934305,4799
23/06/2019,Gigashots,Westside,Materials & Components,Labels,No Impact,Incorrect Material,728193,1110
15/02/2019,Reallinks,Prescott,Materials & Components,Raw Materials,No Impact,Wrong Codes,128773,2402
16/11/2019,Centizu,Chesaning,Mechanicals,Raw Materials,No Impact,Bad Parameters,554025,1121
05/03/2018,Thoughtbeat,Prescott,Logistics,Raw Materials,No Impact,Out of Spec,607630,351
29/10/2019,Meemm,Twin Rocks,Mechanicals,Raw Materials,No Impact,Bad Parameters,854655,157
10/09/2018,Brightbean,Barling,Mechanicals,Composites,Impact,Mixed Product,249589,1762
31/08/2019,Jaxworks,Ripton,Packaging,Corrugate,Impact,False scores,530229,659
27/09/2019,Vinte,New Britain,Logistics,Corrugate,No Impact,Cracked,499046,3838
31/05/2019,Yakitri,Reading,Materials & Components,Raw Materials,Impact,Misc,351972,1101
02/10/2019,Devify,Jordan Valley,Mechanicals,Raw Materials,No Impact,Not Certified,407882,3760
22/06/2019,Reallinks,Henning,Materials & Components,Glass,No Impact,Packaging Damaged,917796,1184
05/02/2019,Blogpad,Cottonwood,Logistics,Corrugate,Rejected,Wrinkles / Scratches/ Scuffing,82454,784
25/01/2018,Gabtype,Barling,Goods & Services,Carton,Impact,Bad Carton Packaging,737101,3798
20/11/2018,Demimbu,Middletown,Mechanicals,Raw Materials,Rejected,Foreign Material,254375,701
11/04/2018,LiveZ,Westside,Mechanicals,Raw Materials,No Impact,No Tight Seal,224038,2935
01/02/2019,Nlounge,De Ruyter,Packaging,Molds,Impact,Soft Parts,357713,896
19/04/2019,Flipstorm,Barling,Materials & Components,Labels,No Impact,Wrong Label,447968,3798
24/01/2018,Thoughtstorm,Chesaning,Goods & Services,Carton,Impact,Cartons Not Opening,997060,1603
23/04/2019,Shuffledrive,Bruce Crossing,Mechanicals,Raw Materials,Rejected,Wrong Shade of Color,892218,1242
02/12/2019,Wordtune,Bloomingdale,Logistics,Raw Materials,Rejected,Holes,430605,4933
27/04/2019,Tavu,Ripton,Materials & Components,Raw Materials,Impact,Foreign Material,452505,4008
27/07/2018,Dabshots,Ripton,Packaging,Carton,Rejected,Unsealed Cartons,62225,214
13/01/2019,Innojam,Climax,Electrical,Carton,Rejected,Torn Packaging,13996,2312
03/03/2018,Gigabox,Charles City,Mechanicals,Composites,No Impact,Foreign objects found,322102,856
05/03/2018,Gevee,Waldoboro,Mechanicals,Raw Materials,No Impact,Out of Spec,512000,3620
31/05/2019,Photojam,Charlevoix,Packaging,Corrugate,Impact,Wrong Fasteners,160311,229
01/10/2019,Thoughtstorm,Chatham,Materials & Components,Corrugate,No Impact,Mixed Product,108747,2987
22/01/2018,Centizu,Clarksville,Packaging,Carton,Impact,Sealed Together Internally,534752,2347
22/04/2018,Yambee,Twin Rocks,Materials & Components,Raw Materials,Rejected,Infestation,64761,1512
27/02/2019,Skaboo,Frazer,Logistics,Raw Materials,Rejected,Damaged in Transit,898449,1561
31/03/2019,Photobug,Frazer,Mechanicals,Corrugate,No Impact,Misc,82591,406
26/02/2019,Ooba,Jordan Valley,Packaging,Molds,Impact,Wrong Drive,831508,1173
27/05/2019,Zooxo,De Ruyter,Mechanicals,Composites,No Impact,Defective Rims,494150,2395
07/09/2019,Tagpad,Garwood,Mechanicals,Raw Materials,Rejected,Out of Support,562543,3287
07/04/2019,Roomm,De Ruyter,Mechanicals,Film,Rejected,No Adhesive,209264,335
13/09/2019,Vipe,Twin Rocks,Electrical,Carton,Rejected,Printing Defects,860038,2354
27/03/2018,Skiba,Hingham,Packaging,Corrugate,Impact,Gap Variation,333117,161
15/10/2018,Trilith,June Lake,Mechanicals,Raw Materials,Rejected,Missing Codes,423605,3005
28/10/2019,Chatterpoint,Twin Rocks,Packaging,Raw Materials,No Impact,Not Certified,250496,681
05/06/2018,Yodel,Savannah,Packaging,Labels,Impact,Incorrect Material,775089,4292
19/11/2019,Edgeblab,Hingham,Goods & Services,Raw Materials,No Impact,Not Certified,665820,1261
11/03/2018,Minyx,Jordan Valley,Goods & Services,Raw Materials,Rejected,Wrong Shade of Color,587730,579
19/10/2019,Babbleset,De Ruyter,Mechanicals,Raw Materials,No Impact,Not Certified,415547,1126
29/11/2018,Brainlounge,Chatham,Electrical,Packaging,Rejected,String Defects,984118,1875
09/12/2018,Brainsphere,Bloomingdale,Packaging,Labels,Impact,Wrong Shade of Color,565604,1350
04/04/2018,Gabvine,Chesaning,Goods & Services,Raw Materials,No Impact,Incorrect Labeling,609399,4933
16/11/2019,Topicblab,Savannah,Mechanicals,Raw Materials,No Impact,Not Certified,276565,3449
15/09/2018,Demivee,Clarksville,Mechanicals,Corrugate,Rejected,Warping,32376,470
02/12/2019,Topicblab,Hingham,Logistics,Batteries,Rejected,Tubs Stuck,841734,3585
30/08/2019,Zazio,Twin Rocks,Mechanicals,Film,Rejected,Wrong Core,556995,377
04/06/2018,Linktype,Florence,Materials & Components,Corrugate,Impact,Wrong  Size,330200,3174
19/04/2019,Gigaclub,Cottonwood,Mechanicals,Raw Materials,No Impact,Not Certified,761653,761
17/11/2019,Latz,Bruce Crossing,Logistics,Film,Rejected,Failed Tension Test,554801,2208
24/11/2019,Zoomlounge,Prescott,Mechanicals,Raw Materials,No Impact,Not Certified,636485,562
10/08/2019,Wikizz,De Ruyter,Electrical,Corrugate,Rejected,Warping,103491,2296
27/02/2019,Feedfish,Garwood,Materials & Components,Raw Materials,No Impact,Missing Codes,48782,4125
21/11/2018,Snaptags,Prescott,Materials & Components,Raw Materials,No Impact,Inclomplete,132273,3415
13/10/2019,Zoomdog,New Britain,Mechanicals,Raw Materials,No Impact,Out of Spec,514106,4351
29/12/2019,Fivebridge,Climax,Materials & Components,Electrolytes,Rejected,Incorrect Dimensions,475068,4751
01/05/2018,Voonte,Hingham,Mechanicals,Raw Materials,No Impact,Inclomplete,482094,424
10/07/2018,Voonder,Charles City,Materials & Components,Labels,No Impact,Wrong Label,149323,1686
05/01/2019,Buzzshare,Hingham,Mechanicals,Raw Materials,No Impact,Material Handling/ Shipping Requirements Error,429706,893
08/06/2019,Browsecat,Twin Rocks,Materials & Components,Raw Materials,Impact,Misc,192528,4953
16/06/2018,Npath,Savannah,Packaging,Carton,No Impact,Bad Seams,30446,2092
25/09/2018,Skipfire,Bloomingdale,Mechanicals,Raw Materials,No Impact,No Bar Code,718198,4189
18/09/2018,Zoomzone,Garwood,Goods & Services,Corrugate,Impact,Bad Seams,482699,3436
14/01/2018,Divape,Riverside,Logistics,Corrugate,Impact,Bad Seams,870172,2499
01/06/2018,Yozio,Henning,Materials & Components,Labels,Impact,Creases / Wrinkles,702132,2754
20/11/2018,Vimbo,New Britain,Logistics,Batteries,Impact,Warped,772796,4442
10/06/2019,Snaptags,Chesaning,Packaging,Labels,Rejected,Incorrect Material,695257,333
24/01/2019,LiveZ,Charlevoix,Materials & Components,Film,No Impact,Wrong Core,522997,4276
24/01/2019,Riffwire,Cottonwood,Materials & Components,Film,No Impact,No Print,676394,335
27/08/2019,Einti,June Lake,Mechanicals,Film,Rejected,Split Seams,817922,1587
05/08/2019,Leexo,Waldoboro,Mechanicals,Composites,Rejected,Wrong Shade of Color,759213,1840
12/03/2019,Chatterpoint,Waldoboro,Materials & Components,Raw Materials,No Impact,No Bar Code,24296,4618
16/09/2018,Brainbox,Hingham,Logistics,Corrugate,No Impact,Bad Seams,768598,2635
17/03/2019,Roodel,Reading,Logistics,Film,Rejected,Film Not Sealing,245463,488
22/10/2018,Tavu,New Britain,Mechanicals,Corrugate,Rejected,Material Handling/ Shipping Requirements Error,778256,2512
28/04/2019,Tagchat,Twin Rocks,Logistics,Controllers,Impact,Foreign objects found,163814,2175
12/07/2019,Twitterbeat,Middletown,Mechanicals,Raw Materials,Rejected,Misc,995829,3771
04/03/2019,Brightdog,Charlevoix,Mechanicals,Film,Impact,Film Not Sealing,145310,26
24/12/2018,Skaboo,Savannah,Logistics,Corrugate,Impact,Bad Seams,541106,3591
13/05/2019,Demivee,Hingham,Mechanicals,Raw Materials,No Impact,Not Certified,789572,3863
07/12/2019,Photospace,Twin Rocks,Mechanicals,Raw Materials,No Impact,Not Certified,73528,756
04/06/2019,Skalith,Charlevoix,Mechanicals,Raw Materials,No Impact,Out of Support,599946,769
25/12/2019,Meembee,Prescott,Electrical,Corrugate,Rejected,Skewed,883832,2647
22/03/2018,Linktype,De Ruyter,Mechanicals,Labels,Rejected,Split Seams,925520,3774
31/08/2019,Fadeo,De Ruyter,Packaging,Corrugate,Rejected,Skewed,742016,2615
01/10/2019,Skimia,Waldoboro,Packaging,Hardware,Rejected,Crack,109936,2304
20/08/2018,Dynava,Middletown,Mechanicals,Controllers,Impact,Wrong Tails,786975,3453
03/02/2018,Flashdog,Henning,Logistics,Corrugate,Impact,Bad Seams,18157,4900
12/02/2018,Reallinks,Henning,Logistics,Corrugate,No Impact,Incorrect Vertical Size,149120,4531
30/01/2019,Roodel,Prescott,Logistics,Controllers,No Impact,Warped,160187,985
06/04/2019,Zoombeat,Ripton,Packaging,Carton,Rejected,Sealed Together Internally,131689,889
13/09/2018,Ooba,Chatham,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,170508,4280
22/10/2018,Browsedrive,Climax,Packaging,Corrugate,Impact,Wrong Bands,258338,1364
08/03/2018,Flashspan,Bruce Crossing,Logistics,Corrugate,Impact,Bad Seams,951163,1920
26/03/2018,Meemm,Ripton,Logistics,Corrugate,Impact,Warping,42991,3217
13/11/2019,Voolia,Hingham,Materials & Components,Glass,Impact,Packaging Damaged,978369,2844
01/01/2019,Realbuzz,Barling,Logistics,Corrugate,Impact,Delamination,869517,2254
17/01/2019,Twitterworks,Barling,Mechanicals,Labels,Impact,Film Not Sealing,880897,1968
17/09/2019,Zazio,Charles City,Packaging,Corrugate,Impact,Wrong  Size,62831,3493
07/10/2019,Bluejam,Frazer,Logistics,Electrolytes,Impact,Misc,434469,2772
17/02/2018,Vimbo,Chatham,Logistics,Batteries,Impact,Bad Print,6829,2801
25/03/2019,Centimia,New Britain,Mechanicals,Raw Materials,No Impact,Not Certified,986093,4196
06/12/2018,Dynava,Garwood,Logistics,Corrugate,No Impact,Wrong Horizontal Scores,943512,1373
10/07/2018,Roomm,Clarksville,Materials & Components,Glass,No Impact,Bad Bearings,681431,4178
13/07/2018,Devpoint,De Ruyter,Logistics,Molds,Impact,Tops Bent,415929,3220
06/03/2018,Flashset,Twin Rocks,Logistics,Carton,No Impact,Bowed/Warped,847749,1270
06/08/2019,Zoombox,Middletown,Logistics,Raw Materials,Rejected,Broken Valve Seal,254067,4539
08/10/2019,Voonix,Bloomingdale,Goods & Services,Film,Rejected,Printing Defect,366685,4207
08/09/2019,Meejo,Bruce Crossing,Packaging,Film,Impact,No Bar Code,441304,4443
03/02/2018,Twitterlist,Climax,Packaging,Carton,Rejected,Bad Cut,588367,254
09/03/2019,Twitterlist,Waldoboro,Mechanicals,Raw Materials,Rejected,No Sealing,422882,1683
06/11/2018,Yotz,Clay,Logistics,Carton,Impact,Printing Defects,643697,528
11/01/2018,Yombu,Twin Rocks,Goods & Services,Film,Impact,Color Variation,830087,712
31/08/2019,Babblestorm,Twin Rocks,Packaging,Corrugate,No Impact,No Bar Code,948333,2233
24/03/2019,Quaxo,Clay,Logistics,Corrugate,Impact,Bad Seams,90557,2612
11/06/2018,Aibox,Hingham,Logistics,Corrugate,Impact,Bad Seams,909627,2558
12/02/2019,Wordpedia,De Ruyter,Logistics,Corrugate,Rejected,Print defects,609960,621
12/12/2018,Twitterwire,Westside,Mechanicals,Composites,No Impact,Wrong Shade of Color,468646,3810
22/12/2019,Eamia,Waldoboro,Goods & Services,Film,Rejected,Misc,612718,4174
20/10/2019,Brainverse,Cottonwood,Mechanicals,Raw Materials,No Impact,Bad Parameters,393001,2716
18/03/2019,Flipstorm,De Ruyter,Logistics,Corrugate,Impact,Wrong Bands,817161,1512
22/06/2019,Photobug,Waldoboro,Materials & Components,Glass,No Impact,Broken Glass,822652,4520
05/07/2019,Skajo,Bruce Crossing,Logistics,Controllers,Impact,Warped,623411,887
09/07/2019,Yadel,Clarksville,Mechanicals,Film,No Impact,Printing Defect,902704,3641
25/11/2018,Linklinks,Riverside,Materials & Components,Glass,No Impact,Too Thin,512367,284
23/04/2018,Twitterworks,Ripton,Mechanicals,Raw Materials,No Impact,Out of Spec,193004,3999
04/04/2018,Aimbu,Weaverville,Materials & Components,Glass,No Impact,Stones and Sand,871308,3061
04/11/2019,Roombo,Middletown,Mechanicals,Raw Materials,No Impact,Wrong Labeling,480668,591
02/04/2018,Youtags,Barling,Logistics,Film,No Impact,Damaged Rolls,777263,650
27/01/2019,Browsezoom,De Ruyter,Logistics,Corrugate,Impact,Warping,409362,4038
02/09/2018,Ainyx,June Lake,Mechanicals,Composites,Rejected,Bad Tiles,890299,1262
08/10/2019,Izio,Westside,Mechanicals,Composites,Rejected,Wrong Shade of Color,504336,2903
21/10/2018,Roodel,Climax,Logistics,Corrugate,No Impact,Bad Seams,705671,3037
09/06/2019,Minyx,Charlevoix,Materials & Components,Raw Materials,No Impact,Not Certified,53034,4897
01/03/2018,Yombu,Clay,Mechanicals,Controllers,Rejected,Scuffed Packaging,963115,1241
19/11/2018,Camido,Barling,Mechanicals,Controllers,Rejected,Mixed Product,331229,994
01/06/2018,Oodoo,Twin Rocks,Materials & Components,Labels,Impact,Tension Issues,652528,1725
08/07/2019,Yoveo,Frazer,Packaging,Molds,Impact,Other,595490,449
03/11/2019,Gigabox,Clay,Mechanicals,Raw Materials,Rejected,Foreign Material,471873,1451
26/11/2019,Realbridge,Westside,Packaging,Mechanicals,Impact,Misc,257104,4361
07/12/2019,Realbridge,Charles City,Mechanicals,Raw Materials,No Impact,Matts,752242,2581
13/08/2019,Realcube,Clay,Materials & Components,Electrolytes,No Impact,Open Caps,829224,3548
11/08/2018,Brightbean,Jordan Valley,Logistics,Corrugate,No Impact,Skewed,98313,2234
19/08/2019,Skimia,Climax,Materials & Components,Film,No Impact,Failed Tension Test,682341,4977
28/05/2019,Zoombox,Weaverville,Logistics,Corrugate,No Impact,Skewed,4184,2169
20/05/2018,Babbleset,Westside,Logistics,Corrugate,Rejected,Bad Seams,311887,3403
06/01/2019,Yadel,Bruce Crossing,Logistics,Controllers,Rejected,Damaged,701031,2616
30/01/2019,Ntag,Chatham,Mechanicals,Raw Materials,No Impact,Misc,114585,1741
16/09/2018,Rooxo,Bruce Crossing,Packaging,Corrugate,Rejected,False scores,490753,3890
04/03/2019,Wikizz,De Ruyter,Packaging,Carton,Impact,Unsealed Cartons,725924,4035
09/07/2018,Quimm,Hingham,Logistics,Controllers,Impact,Warped,720492,225
23/04/2018,Eamia,Bruce Crossing,Logistics,Labels,No Impact,Damaged Rolls,373942,3436
13/05/2019,Shufflebeat,Prescott,Logistics,Carton,Rejected,Bad Welding,291522,279
07/10/2019,Edgeify,Jordan Valley,Mechanicals,Film,Rejected,Damaged Rolls,859868,2486
24/09/2018,Mymm,Weaverville,Packaging,Corrugate,No Impact,Bad Seams,836956,2537
11/11/2018,Bubblemix,Barling,Materials & Components,Raw Materials,No Impact,Inclomplete,238921,3603
20/04/2019,Zazio,Savannah,Logistics,Corrugate,No Impact,Warping,885191,1654
04/07/2018,Wikido,Weaverville,Logistics,Molds,No Impact,Wrong Parts,10950,1995
08/10/2018,Snaptags,Climax,Mechanicals,Raw Materials,Impact,Out of Spec,938867,1785
14/09/2019,Digitube,Charlevoix,Logistics,Corrugate,Rejected,Errors in Packaging,188630,4212
04/11/2019,Kaymbo,Middletown,Mechanicals,Raw Materials,No Impact,Integrity Failure,492823,2804
27/10/2018,Trilia,Climax,Packaging,Corrugate,No Impact,Wrong Shade of Color,688081,1503
12/04/2019,Skajo,Twin Rocks,Mechanicals,Film,Impact,Foreign Material,125768,4262
12/10/2019,Jabberstorm,Chesaning,Logistics,Corrugate,Impact,Corrugate Falling Apart,124211,2849
29/03/2018,Realpoint,Prescott,Mechanicals,Raw Materials,No Impact,Inclomplete,554871,2904
02/07/2019,Brainbox,New Britain,Packaging,Film,Rejected,No Bar Code,823703,3514
03/06/2019,Kwideo,Hingham,Packaging,Corrugate,No Impact,Wrong Fasteners,506758,1986
13/03/2019,Meedoo,Hingham,Logistics,Controllers,Impact,Warped,966092,2425
29/10/2019,Livetube,Jordan Valley,Logistics,Corrugate,Impact,Wrong Fasteners,68678,3445
13/04/2018,Avavee,Charlevoix,Mechanicals,Composites,No Impact,Foreign objects found,61623,4891
14/12/2019,Yotz,Garwood,Mechanicals,Raw Materials,Rejected,Foreign Material,997239,2628
24/01/2018,Jabbertype,Chatham,Packaging,Corrugate,No Impact,Bad Seams,369280,1525
19/05/2019,Skyvu,Charlevoix,Mechanicals,Motors,Rejected,Damaged in Transit,118078,2900
08/01/2018,Zazio,Frazer,Packaging,Carton,Rejected,Sealed Together Internally,354366,1143
16/10/2019,Babblestorm,Weaverville,Mechanicals,Raw Materials,No Impact,Bad Parameters,652227,2032
01/09/2018,Topiclounge,Bloomingdale,Electrical,Corrugate,Rejected,Delamination,335834,1345
05/11/2019,Flashpoint,Westside,Logistics,Batteries,Rejected,Tubs Stuck,957479,262
29/11/2018,Pixoboo,Riverside,Mechanicals,Raw Materials,No Impact,Inclomplete,361677,4552
17/01/2019,Voonder,Bruce Crossing,Logistics,Labels,No Impact,Missing Labels,202560,4830
23/06/2019,Skidoo,Twin Rocks,Logistics,Corrugate,Impact,Poor Pairing,193050,2577
02/01/2018,Yata,De Ruyter,Mechanicals,Controllers,No Impact,Poor  Adhesion,788612,3998
01/06/2018,Photolist,Chesaning,Materials & Components,Labels,Impact,Wrong Label,284879,500
08/03/2018,Buzzster,Charles City,Mechanicals,Carton,Impact,Bowed/Warped,647751,2044
10/10/2018,Bluejam,Charlevoix,Mechanicals,Composites,Rejected,No Disk,457027,2035
21/09/2019,Roombo,Clay,Logistics,Corrugate,Impact,Corrugate Falling Apart,635103,826
